original_title,cast,director,is_novel_based,runtime,genres,production_companies,release_month,release_year,budget_adj,revenue_adj,profit
Big Fish,Ewan McGregor|Albert Finney|Billy Crudup|Jessica Lange|Helena Bonham Carter,Tim Burton,no,125.0,Adventure,The Zanuck Company|Columbia Pictures Corporation|Jinks/Cohen Company|Tim Burton Productions,12,2003,82974685.0,145702426.0,62727741.0
Daredevil,Ben Affleck|Jennifer Garner|Colin Farrell|Michael Clarke Duncan|Jon Favreau,Mark Steven Johnson,no,103.0,Fantasy,Twentieth Century Fox Film Corporation|Regency Enterprises|Epsilon Motion Pictures|New Regency Pictures|Marvel Enterprises,2,2003,92457506.0,212391152.0,119933646.0
American Wedding,Jason Biggs|Alyson Hannigan|Seann William Scott|Eddie Kaye Thomas|Thomas Ian Nicholas,Jesse Dylan,no,103.0,Comedy,Universal Pictures|Zide-Perry Productions|LivePlanet|Loumolo & Co.,8,2003,65194395.0,274348924.0,209154529.0
The League of Extraordinary Gentlemen,Sean Connery|Peta Wilson|Shane West|Stuart Townsend|Jason Flemyng,Stephen Norrington,no,110.0,Fantasy,Twentieth Century Fox Film Corporation|JD Productions|International Production Company|Angry Films|Mediastream Dritte Film GmbH & Co. Beteiligungs KG,7,2003,92457506.0,212492483.0,120034977.0
The Italian Job,Mark Wahlberg|Charlize Theron|Jason Statham|Edward Norton|Fausto Callegarini,F. Gary Gray,no,111.0,Thriller,Paramount Pictures|De Line Pictures|Working Title Films,5,2003,71121158.0,208705242.0,137584084.0
The Jungle Book 2,John Goodman|Haley Joel Osment|Mae Whitman|Phil Collins|Connor Funk,Steve Trenbirth,no,72.0,Family,Walt Disney Pictures|Walt Disney Television Animation|Walt Disney Animation Australia|DisneyToon Studios,2,2003,23707052.0,160828646.0,137121594.0
Lost in Translation,Bill Murray|Scarlett Johansson|Anna Faris|Giovanni Ribisi|Akiko Takeshita,Sofia Coppola,no,102.0,Drama,American Zoetrope,8,2003,4741410.0,141914989.0,137173579.0
Bad Santa,Billy Bob Thornton|Tony Cox|Brett Kelly|Lauren Graham|Bernie Mac,Terry Zwigoff,no,91.0,Drama,Columbia Pictures|Dimension Films (US version),11,2003,27263110.0,90666306.0,63403196.0
Johnny English,Rowan Atkinson|John Malkovich|Natalie Imbruglia|Tasha de Vasconcelos|Ben Miller,Peter Howitt,no,88.0,Adventure,Universal Pictures|StudioCanal,4,2003,47414105.0,190347505.0,142933400.0
Brother Bear,Joaquin Phoenix|Jeremy Suarez|Rick Moranis|Joan Copeland|Michael Clarke Duncan,Aaron Blaise|Robert Walker,no,85.0,Animation,Walt Disney Pictures|Walt Disney Feature Animation,10,2003,118535264.0,296.0,-118534968.0
Peter Pan,Jeremy Sumpter|Jason Isaacs|Rachel Hurd-Wood|Richard Briers|Olivia Williams,P.J. Hogan,no,113.0,Adventure,Columbia Pictures|Universal Pictures|Revolution Studios|Quinta Communications,12,2003,118535264.0,144583401.0,26048137.0
Scary Movie 3,Pamela Anderson|Jenny McCarthy|Marny Eng|Charlie Sheen|Simon Rex,David Zucker,no,84.0,Comedy,Dimension Films|Brad Grey Pictures,10,2003,56896926.0,261575581.0,204678655.0
Honey,Jessica Alba|Mekhi Phifer|Joy Bryant|Romeo Miller|David Moscow,Bille Woodruff,no,94.0,Music,Universal Pictures|Marc Platt Productions|NuAmerica Entertainment,11,2003,21336347.0,74258506.0,52922159.0
A Man Apart,Vin Diesel|Larenz Tate|Timothy Olyphant|Geno Silva|Jacqueline Obradors,F. Gary Gray,no,109.0,Action,"New Line Cinema|Newman/Tooley Films|Joseph Nittolo Entertainment|""DIA"" Productions GmbH & Co. KG",4,2003,42672695.0,52571487.0,9898792.0
The School of Rock,Jack Black|Joan Cusack|Mike White|Sarah Silverman|Adam Pascal,Richard Linklater,no,108.0,Comedy,Paramount Pictures,10,2003,41487342.0,155616590.0,114129248.0
The Last Samurai,Tom Cruise|Ken Watanabe|William Atherton|Chad Lindberg|Billy Connolly,Edward Zwick,no,154.0,Drama,"Cruise/Wagner Productions|Warner Bros.|Radar Pictures|Bedford Falls Company, The",12,2003,165949370.0,541420466.0,375471096.0
Bad Boys II,Martin Lawrence|Will Smith|Jordi MollÃ |Gabrielle Union|Peter Stormare,Michael Bay,no,147.0,Adventure,Columbia Pictures Corporation|Don Simpson/Jerry Bruckheimer Films,7,2003,154095843.0,324003765.0,169907922.0
Lara Croft Tomb Raider: The Cradle of Life,Angelina Jolie|Gerard Butler|Noah Taylor|Djimon Hounsou|Til Schweiger,Jan de Bont,no,117.0,Action,Paramount Pictures|Toho-Towa|Mutual Film Company|Lawrence Gordon Productions|British Broadcasting Corporation (BBC),7,2003,112608501.0,185514075.0,72905574.0
Wrong Turn,Desmond Harrington|Eliza Dushku|Emmanuelle Chriqui|Jeremy Sisto|Kevin Zegers,Rob Schmidt,no,84.0,Horror,Summit Entertainment|Newmarket Capital Group|Regency Enterprises|Constantin Film Produktion|Stan Winston Studio,5,2003,14935443.0,33961034.0,19025591.0
Identity,John Cusack|Ray Liotta|Amanda Peet|John Hawkes|Alfred Molina,James Mangold,no,90.0,Mystery,Konrad Pictures|Columbia Pictures Corporation,4,2003,35560579.0,106989379.0,71428800.0
Master and Commander: The Far Side of the World,Russell Crowe|Paul Bettany|James D'Arcy|Billy Boyd|Joseph Morgan,Peter Weir,no,138.0,Adventure,Universal Pictures|Twentieth Century Fox Film Corporation|Samuel Goldwyn Films|Miramax,11,2003,177802896.0,251307931.0,73505035.0
Mona Lisa Smile,Julia Roberts|Kirsten Dunst|Julia Stiles|Maggie Gyllenhaal|Ginnifer Goodwin,Mike Newell,no,117.0,Drama,Columbia Pictures|Revolution Studios,12,2003,77047921.0,63624403.5851604,-13423517.414839603
Mystic River,Sean Penn|Tim Robbins|Kevin Bacon|Marcia Gay Harden|Kevin Chapman,Clint Eastwood,no,138.0,Thriller,Village Roadshow Pictures|Malpaso Productions|NPV Entertainment|Warner Bros.,10,2003,29633816.0,185889396.0,156255580.0
The Animatrix,Keanu Reeves|Carrie-Anne Moss|Clayton Watson|Pamela Adlon|Melinda Clarke,Peter Chung|Yoshiaki Kawajiri|Takeshi Koike|Mahiro Maeda|KÃ´ji Morimoto|Shinichiro Watanabe|Andrew R. Jones,no,102.0,Animation,Village Roadshow Pictures,5,2003,5926763.0,63624403.5851604,57697640.5851604
Anger Management,Adam Sandler|Jack Nicholson|Luis GuzmÃ¡n|Marisa Tomei|January Jones,Peter Segal,no,106.0,Comedy,Columbia Pictures|Revolution Studios|Happy Madison Productions,4,2003,88901448.0,232027829.0,143126381.0
The Core,Aaron Eckhart|Hilary Swank|Delroy Lindo|Stanley Tucci|TchÃ©ky Karyo,Jon Amiel,no,136.0,Action,Paramount Pictures|David Foster Productions|Horsepower Films|LivePlanet|Core Productions,3,2003,71121158.0,87962965.0,16841807.0
Hulk,Eric Bana|Jennifer Connelly|Sam Elliott|Josh Lucas|Nick Nolte,Ang Lee,no,138.0,Action,Universal Pictures|Good Machine|Valhalla Motion Pictures|Marvel Enterprises,6,2003,162393312.0,290838693.0,128445381.0
Once Upon a Time in Mexico,Antonio Banderas|Salma Hayek|Johnny Depp|Eva Mendes|Mickey Rourke,Robert Rodriguez,no,102.0,Action,Columbia Pictures Corporation|Dimension Films|Troublemaker Studios,9,2003,34375226.0,116384539.0,82009313.0
Old School,Luke Wilson|Will Ferrell|Vince Vaughn|Ellen Pompeo|Leah Remini,Todd Phillips,no,91.0,Comedy,DreamWorks SKG|The Montecito Picture Company,2,2003,28448463.0,103191288.0,74742825.0
How to Lose a Guy in 10 Days,Kate Hudson|Matthew McConaughey|Kathryn Hahn|Annie Parisse|Adam Goldberg,Donald Petrie,no,116.0,Comedy,Paramount Pictures,2,2003,59267632.0,210247706.0,150980074.0
Shanghai Knights,Jackie Chan|Owen Wilson|Fann Wong|Aaron Taylor-Johnson|Aidan Gillen,David Dobkin,no,115.0,Action,Spyglass Entertainment|Touchstone Pictures|Birnbaum / Barber Productions|Jackie Chan Films Limited|All Knight Productions,2,2003,59267632.0,104694478.0,45426846.0
S.W.A.T.,Samuel L. Jackson|Colin Farrell|Michelle Rodriguez|LL Cool J|Josh Charles,Clark Johnson,no,117.0,Action,Original Film|Columbia Pictures Corporation|Camelot Pictures|Chris Lee Productions|Illusion Entertainment,8,2003,94828211.0,138263498.0,43435287.0
Tears of the Sun,Bruce Willis|Monica Bellucci|Cole Hauser|Eamonn Walker|Johnny Messner,Antoine Fuqua,no,121.0,Action,Columbia Pictures|Revolution Studios|Cheyenne Enterprises|Michael Lobell Productions,3,2003,82974685.0,101504660.0,18529975.0
"Legally Blonde 2: Red, White & Blonde",Reese Witherspoon|Sally Field|Regina King|Jennifer Coolidge|James Newman,Charles Herman-Wurmfeld,no,95.0,Comedy,Type A Films|Marc Platt Productions|Metro-Goldwyn-Mayer (MGM),7,2003,53340869.0,148068138.0,94727269.0
Atlantis: Milo's Return,James Arnold Taylor|Cree Summer|John Mahoney|Jacqueline Obradors|Don Novello,Toby Shelton|Victor Cook|Tad Stones,no,70.0,Fantasy,Walt Disney Pictures,2,2003,21307490.712324023,63624403.5851604,42316912.872836374
The Cat in the Hat,Mike Myers|Dakota Fanning|Spencer Breslin|Kelly Preston|Alec Baldwin,Bo Welch,no,82.0,Comedy,Imagine Entertainment|DreamWorks SKG|Universal Pictures,11,2003,21307490.712324023,63624403.5851604,42316912.872836374
Freaky Friday,Jamie Lee Curtis|Lindsay Lohan|Mark Harmon|Harold Gould|Haley Hudson,Mark Waters,no,97.0,Comedy,Walt Disney Pictures,8,2003,30819168.0,130661815.0,99842647.0
Sinbad: Legend of the Seven Seas,Brad Pitt|Catherine Zeta-Jones|Michelle Pfeiffer|Joseph Fiennes|Dennis Haysbert,Tim Johnson|Patrick Gilmore,no,86.0,Family,DreamWorks Animation,7,2003,71121158.0,31160929.0,-39960229.0
Timeline,Paul Walker|Frances O'Connor|Gerard Butler|Billy Connolly|David Thewlis,Richard Donner,no,116.0,Action,Paramount Pictures|Donners' Company|Mutual Film Company|Cobalt Media Group|Artists Production Group (APG),11,2003,94828211.0,23091545.0,-71736666.0
Paycheck,Ben Affleck|Aaron Eckhart|Uma Thurman|Paul Giamatti|Colm Feore,John Woo,no,119.0,Action,Paramount Pictures|DreamWorks SKG|Davis Entertainment|Lion Rock Productions|Province of British Columbia Film Incentive BC,12,2003,71121158.0,114113676.0,42992518.0
Charlie's Angels: Full Throttle,Cameron Diaz|Drew Barrymore|Lucy Liu|Bernie Mac|Robert Patrick,McG,no,106.0,Action,Columbia Pictures Corporation|Wonderland Sound and Vision|Tall Trees Productions|Flower Films (II),6,2003,142242317.0,307214705.0,164972388.0
Something's Gotta Give,Jack Nicholson|Diane Keaton|Keanu Reeves|Frances McDormand|Amanda Peet,Nancy Meyers,no,128.0,Drama,Columbia Pictures Corporation|Waverly Films|Warner Bros.,12,2003,94828211.0,316167615.0,221339404.0
The Haunted Mansion,Eddie Murphy|Terence Stamp|Nathaniel Parker|Marsha Thomason|Jennifer Tilly,Rob Minkoff,no,99.0,Thriller,Walt Disney Pictures|Gunn Films|Doom Buggy Productions,11,2003,106681738.0,216078248.0,109396510.0
Gothika,Halle Berry|Robert Downey Jr.|Charles S. Dutton|PenÃ©lope Cruz|John Carroll Lynch,Mathieu Kassovitz,no,98.0,Horror,Columbia Pictures Corporation|Dark Castle Entertainment|Warner Bros.,11,2003,47414105.0,167835650.0,120421545.0
21 Grams,Sean Penn|Naomi Watts|Benicio del Toro|Danny Huston|Carly Nahon,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,no,124.0,Drama,This Is That Productions|Y Productions|Mediana Productions Filmgesellschaft,9,2003,23707052.0,71628298.0,47921246.0
Final Destination 2,Ali Larter|A.J. Cook|Michael Landes|Tony Todd|Keegan Connor Tracy,David R. Ellis,no,90.0,Horror,New Line Cinema|Zide-Perry Productions,1,2003,30819168.0,107187178.0,76368010.0
The Texas Chainsaw Massacre,Jessica Biel|Jonathan Tucker|Erica Leerhsen|Mike Vogel|Eric Balfour,Marcus Nispel,no,98.0,Horror,New Line Cinema|Next Entertainment|Platinum Dunes|Radar Pictures|Focus Features,10,2003,11260850.0,126917669.0,115656819.0
The Recruit,Al Pacino|Colin Farrell|Bridget Moynahan|Gabriel Macht|Kenneth Mitchell,Roger Donaldson,no,115.0,Action,Spyglass Entertainment|Touchstone Pictures,1,2003,21307490.712324023,119948067.0,98640576.28767598
Cheaper by the Dozen,Steve Martin|Bonnie Hunt|Piper Perabo|Tom Welling|Hilary Duff,Shawn Levy,no,98.0,Comedy,Twentieth Century Fox Film Corporation|Robert Simonds Productions,12,2003,47414105.0,225468431.0,178054326.0
Cold Mountain,Jude Law|Nicole Kidman|RenÃ©e Zellweger|Eileen Atkins|Brendan Gleeson,Anthony Minghella,no,154.0,Drama,Miramax Films|Mirage Enterprises|Castel Film Romania|Bona Fide Productions|Cattleya,12,2003,93642858.0,205082020.0,111439162.0
11:14,Henry Thomas|Blake Heron|Barbara Hershey|Hilary Swank|Clark Gregg,Greg Marcks,no,86.0,Crime,Firm Films|Media 8 Entertainment|MDP Worldwide,5,2003,7112115.0,63624403.5851604,56512288.5851604
Holes,Sigourney Weaver|Jon Voight|Tim Blake Nelson|Patricia Arquette|Shia LaBeouf,Andrew Davis,no,117.0,Adventure,Chicago Pacific Entertainment,4,2003,23707052.0,63624403.5851604,39917351.5851604
The Medallion,Jackie Chan|Lee Evans|Claire Forlani|Julian Sands|John Rhys-Davies,Gordon Chan,no,88.0,Thriller,Living Films|Emperor Multimedia Group (EMG)|Golden Port Productions Ltd.,8,2003,48599458.0,63624403.5851604,15024945.585160397
Thirteen,Evan Rachel Wood|Nikki Reed|Vanessa Hudgens|Holly Hunter|Brady Corbet,Catherine Hardwicke,no,100.0,Drama,Fox Searchlight Pictures|Sound for Film|Working Title Films|Antidote Films (I),8,2003,2370705.0,5453858.0,3083153.0
Freddy vs. Jason,Robert Englund|Ken Kirzinger|Jason Ritter|Monica Keena|Lochlyn Munro,Ronny Yu,no,97.0,Horror,New Line Cinema|Cecchi Gori Group Tiger Cinematografica|Avery Pix|Sean S. Cunningham Films|Crystal Lake Entertainment,8,2003,35560579.0,136207485.0,100646906.0
Cradle 2 the Grave,Jet Li|DMX|Kelly Hu|Anthony Anderson|Tom Arnold,Andrzej Bartkowiak,no,101.0,Action,Silver Pictures|Warner Bros.,2,2003,29633816.0,66960046.0,37326230.0
Boundin',Bud Luckey,Bud Luckey|Roger Gould,no,5.0,Animation,Pixar Animation Studios,11,2003,21307490.712324023,63624403.5851604,42316912.872836374
Looney Tunes: Back in Action,Brendan Fraser|Jenna Elfman|Steve Martin|Timothy Dalton|Heather Locklear,Joe Dante,no,90.0,Animation,Lonely Film Productions GmbH & Co. KG.|Warner Bros. Animation|Warner Bros.|Goldmann Pictures|Baltimore Spring Creek Productions,11,2003,94828211.0,81214251.0,-13613960.0
Basic,John Travolta|Connie Nielsen|Samuel L. Jackson|Giovanni Ribisi|Tim Daly,John McTiernan,no,98.0,Action,Intermedia Films|Krane Entertainment,4,2003,59267632.0,50724275.0,-8543357.0
The Rundown,"Dwayne Johnson|Seann William Scott|Rosario Dawson|Christopher Walken|Ernie Reyes, Jr.",Peter Berg,no,104.0,Adventure,Columbia Pictures|Universal Pictures|WWE Studios,9,2003,100754974.0,95914577.0,-4840397.0
Barbie of Swan Lake,Kelly Sheridan|Mark Hildreth|Kelsey Grammer|Maggie Wheeler|Venus Terzo,Owen Hurley,no,81.0,Animation,Mattel,9,2003,21307490.712324023,63624403.5851604,42316912.872836374
2 Fast 2 Furious,Paul Walker|Tyrese Gibson|Eva Mendes|Cole Hauser|Ludacris,John Singleton,no,107.0,Action,Mikona Productions GmbH & Co. KG|Universal Pictures|Original Film|Ardustry Entertainment,6,2003,90086801.0,280158881.0,190072080.0
View from the Top,Gwyneth Paltrow|Christina Applegate|Candice Bergen|Marc Blucas|Kelly Preston,Bruno Barreto,no,87.0,Comedy,Miramax Films,3,2003,21307490.712324023,18508096.0,-2799394.7123240232
Batman: Mystery of the Batwoman,Kevin Conroy|Tara Strong|HÃ©ctor Elizondo|Kyra Sedgwick|David Ogden Stiers,Curt Geda|Tim Maltby,no,74.0,Adventure,Warner Bros. Pictures|DC Comics,10,2003,21307490.712324023,63624403.5851604,42316912.872836374
Confidence,Edward Burns|Rachel Weisz|Morris Chestnut|Dustin Hoffman|Andy GarcÃ­a,James Foley,no,97.0,Action,Lionsgate,4,2003,21307490.712324023,63624403.5851604,42316912.872836374
What a Girl Wants,Amanda Bynes|Colin Firth|Kelly Preston|Jonathan Pryce|Oliver James,Dennie Gordon,no,105.0,Comedy,DiNovi Pictures|Gerber Pictures|Gaylord Films|Warner Bros.|Sloane Square Films,3,2003,21307490.712324023,63624403.5851604,42316912.872836374
Open Range,Kevin Costner|Robert Duvall|Michael Gambon|Michael Jeter|Diego Luna,Kevin Costner,no,139.0,Western,Tig Productions|Touchstone Pictures|Beacon Pictures|Cobalt Media Group,8,2003,26077758.0,80955191.0,54877433.0
Just Married,Ashton Kutcher|Brittany Murphy|Christian Kane|David Moscow|Alex Thomas,Shawn Levy,no,95.0,Comedy,Twentieth Century Fox Film Corporation|Robert Simonds Productions|Mediastream Dritte Film GmbH & Co. Beteiligungs KG,1,2003,21336347.0,120390264.0,99053917.0
Under the Tuscan Sun,Diane Lane|Sandra Oh|Lindsay Duncan|Raoul Bova|Vincent Riotta,Audrey Wells,no,113.0,Comedy,Timnick Films|Blue Gardenia Productions|Touchstone Pictures|Tatiale Films,4,2003,21307490.712324023,63624403.5851604,42316912.872836374
Tais-toi !,GÃ©rard Depardieu|Jean Reno|Richard Berry|Leonor Varela|LoÃ¯c Brabant,Francis Veber,no,85.0,Comedy,DD Productions|Union GÃ©nÃ©rale CinÃ©matographique (UGC)|EFVE,10,2003,32526076.0,63624403.5851604,31098327.585160397
Daddy Day Care,Eddie Murphy|Jeff Garlin|Steve Zahn|Regina King|Kevin Nealon,Steve Carr,no,92.0,Comedy,Columbia Pictures|Revolution Studios|Davis Entertainment,5,2003,71121158.0,194912119.0,123790961.0
Matchstick Men,Nicolas Cage|Sam Rockwell|Alison Lohman|Bruce Altman|Bruce McGill,Ridley Scott,no,116.0,Comedy,Scott Free Productions|Rickshaw Productions|Warner Bros.|LivePlanet|ImageMovers,9,2003,21307490.712324023,77718442.0,56410951.28767598
Seabiscuit,Jeff Bridges|David McCullough|Chris Cooper|Tobey Maguire|Elizabeth Banks,Gary Ross,no,141.0,Drama,Universal Pictures|Spyglass Entertainment|The Kennedy/Marshall Company|DreamWorks Pictures|Touchstone Pictures,7,2003,103125680.0,175830997.0,72705317.0
Out of Time,Denzel Washington|Eva Mendes|Sanaa Lathan|John Billingsley|Dean Cain,Carl Franklin,no,105.0,Thriller,Original Film|Monarch Pictures|Metro-Goldwyn-Mayer (MGM),10,2003,59267632.0,65781812.0,6514180.0
Jeepers Creepers 2,Ray Wise|Jonathan Breck|Garikayi Mutambirwa|Eric Nenninger|Josh Hammond,Victor Salva,no,104.0,Horror,United Artists|American Zoetrope|Myriad Pictures|Jeepers Creepers II,8,2003,20150994.0,74798912.0,54647918.0
Dreamcatcher,Morgan Freeman|Thomas Jane|Jason Lee|Damian Lewis|Timothy Olyphant,Lawrence Kasdan,no,136.0,Drama,Village Roadshow Pictures|Castle Rock Entertainment|NPV Entertainment|Kasdan Pictures|WV Films II,3,2003,80603979.0,89749492.0,9145513.0
Bionicle: Mask of Light,Andrew Francis|Michael Dobson|Chiara Zanni|Jason Michas|Scott McNeil,David Molina|Terry Shakespeare,no,70.0,Action,Miramax Films|Walt Disney Studios Home Entertainment,9,2003,21307490.712324023,63624403.5851604,42316912.872836374
Ned Kelly,Heath Ledger|Orlando Bloom|Geoffrey Rush|Naomi Watts|Joel Edgerton,Gregor Jordan,no,110.0,Action,StudioCanal|The Australian Film Commission|Endymion Films|Australian Film Finance Corporation (AFFC)|Working Title Films,3,2003,21307490.712324023,7806158.0,-13501332.712324023
Bulletproof Monk,Seann William Scott|Jaime King|Karel Roden|Chow Yun-fat|K. C. Collins,Paul Hunter,no,104.0,Action,Metro-Goldwyn-Mayer (MGM),3,2003,61638337.0,63624403.5851604,1986066.585160397
Spy Kids 3-D: Game Over,Antonio Banderas|Carla Gugino|Alexa PenaVega|Daryl Sabara|Sylvester Stallone,Robert Rodriguez,no,84.0,Action,Dimension Films,7,2003,45043400.0,233528673.0,188485273.0
Down with Love,RenÃ©e Zellweger|Ewan McGregor|Sarah Paulson|David Hyde Pierce|Rachel Dratch,Peyton Reed,no,101.0,Action,Regency Enterprises|Fox 2000 Pictures|Epsilon Motion Pictures|Mediastream Dritte Film|Jinks/Cohen Company,5,2003,41487342.0,24060533.0,-17426809.0
The Order,Heath Ledger|Shannyn Sossamon|Benno FÃ¼rmann|Mark Addy|Peter Weller,Brian Helgeland,no,102.0,Drama,Twentieth Century Fox Film Corporation|N1 European Film Produktions GmbH & Co. KG|Baumgarten Merims Productions,9,2003,41487342.0,13703631.0,-27783711.0
Intolerable Cruelty,George Clooney|Catherine Zeta-Jones|Edward Herrmann|Geoffrey Rush|Richard Jenkins,Joel Coen,no,100.0,Crime,Imagine Entertainment|Universal Pictures|Mike Zoss Productions|Alphaville Productions,9,2003,71121158.0,142172162.0,71051004.0
The Hunted,Tommy Lee Jones|Benicio del Toro|Connie Nielsen|Leslie Stefanson|John Finn,William Friedkin,no,94.0,Drama,Lakeshore Entertainment|Alphaville Films,3,2003,65194395.0,40579371.0,-24615024.0
House of Sand and Fog,Jennifer Connelly|Ben Kingsley|Ron Eldard|Frances Fisher|Kim Dickens,Vadim Perelman,no,126.0,Drama,DreamWorks SKG|Cobalt Media Group|Bisgrove Entertainment,12,2003,19558318.0,20083186.0,524868.0
Le Divorce,Kate Hudson|Naomi Watts|Melvil Poupaud|Catherine Samie|Leslie Caron,James Ivory,no,117.0,Comedy,Fox Searchlight,8,2003,21307490.712324023,15400096.0,-5907394.712324023
National Lampoon Presents Dorm Daze,Tatyana Ali|Boti Bliss|Gable Carr|Patrick Cavanaugh|James DeBello,David Hillenbrand|Scott Hillenbrand,no,96.0,Comedy,National Lampoon Productions,9,2003,21307490.712324023,63624403.5851604,42316912.872836374
Cabin Fever,Rider Strong|Jordan Ladd|James DeBello|Cerina Vincent|Joey Kern,Eli Roth,no,93.0,Horror,Tonic Films|Down Home Entertainment|Cabin Pictures|Black Sky Entertainment|Deer Path Films,8,2003,1778028.0,36216546.0,34438518.0
Runaway Jury,John Cusack|Gene Hackman|Dustin Hoffman|Rachel Weisz|Bruce McGill,Gary Fleder,no,127.0,Drama,Regency Enterprises|Epsilon Motion Pictures|New Regency Pictures,10,2003,71121158.0,95010921.0,23889763.0
Code 46,Tim Robbins|Samantha Morton|Nabil Elouahabi|Om Puri|Emil Marwa,Michael Winterbottom,no,92.0,Drama,BBC Films,9,2003,8890144.0,63624403.5851604,54734259.5851604
Kangaroo Jack,Jerry O'Connell|Anthony Anderson|Estella Warren|Christopher Walken|Michael Shannon,David McNally,no,89.0,Comedy,Castle Rock Entertainment|Jerry Bruckheimer Films|Warner Bros. Pictures,1,2003,21307490.712324023,63624403.5851604,42316912.872836374
Monster,Charlize Theron|Christina Ricci|Bruce Dern|Lee Tergesen|Annie Corley,Patty Jenkins,no,110.0,Crime,Newmarket Films,11,2003,9482821.0,71569914.0,62087093.0
In the Cut,Meg Ryan|Mark Ruffalo|Jennifer Jason Leigh|Nick Damici|Heather Litteer,Jane Campion,no,119.0,Thriller,Pathe Productions|Red Turtle,9,2003,14224231.0,27.0,-14224204.0
The Gathering,Christina Ricci|Ioan Gruffudd|Stephen Dillane|Kerry Fox|Robert Hardy,Brian Gilbert,no,92.0,Horror,Granada Film Productions|Isle of Man Film|Isle of Man Film Commission|Samuelson Productions,2,2003,21307490.712324023,63624403.5851604,42316912.872836374
Bringing Down The House,Steve Martin|Queen Latifah|Eugene Levy|Joan Plowright|Jean Smart,Adam Shankman,no,105.0,Comedy,Hyde Park Films|Touchstone Pictures,3,2003,23707052.0,157267138.0,133560086.0
The Human Stain,Anthony Hopkins|Nicole Kidman|Ed Harris|Gary Sinise|Wentworth Miller,Robert Benton,no,106.0,Drama,Miramax Films|Lakeshore Entertainment|Cinerenta Medienbeteiligungs KG|Stone Village Pictures|Cinepsilon,10,2003,35560579.0,63624403.5851604,28063824.585160397
Gigli,Ben Affleck|Jennifer Lopez|Justin Bartha|Lainie Kazan|Lenny Venito,Martin Brest,no,121.0,Drama,City Light Films|Revolution Studios|Casey Silver Productions,8,2003,64009042.0,8613020.0,-55396022.0
Gods and Generals,Stephen Lang|Jeff Daniels|Robert Duvall|Kevin Conway|C. Thomas Howell,Ronald F. Maxwell,no,214.0,Drama,Turner Pictures|Antietam Filmworks,2,2003,66379748.0,15319421.0,-51060327.0
The Sleeping Dictionary,Jessica Alba|Hugh Dancy|Brenda Blethyn|Christopher Ling Lee Ian|Emily Mortimer,Guy Jenkin,no,109.0,Drama,Fine Line Features,1,2003,21307490.712324023,63624403.5851604,42316912.872836374
Dumb and Dumberer: When Harry Met Lloyd,Mimi Rogers|Eric Christian Olsen|Luis GuzmÃ¡n|Rachel Nichols|Eugene Levy,Troy Miller,no,85.0,Comedy,New Line Cinema,6,2003,22521700.0,46545852.0,24024152.0
Girl with a Pearl Earring,Scarlett Johansson|Colin Firth|Cillian Murphy|Tom Wilkinson|Judy Parfitt,Peter Webber,no,101.0,Drama,Wild Bear Films|Archer Street Productions|Delux Productions,8,2003,21307490.712324023,37299241.0,15991750.287675977
National Security,Martin Lawrence|Steve Zahn|Colm Feore|Bill Duke|Eric Roberts,Dennis Dugan,no,88.0,Action,Columbia Pictures,1,2003,21307490.712324023,59383736.0,38076245.28767598
Scorched,Alicia Silverstone|Rachael Leigh Cook|Woody Harrelson|John Cleese|David Krumholtz,Gavin Grazer,no,95.0,Comedy,Code Entertainment|Eclipse Catering,5,2003,21307490.712324023,63624403.5851604,42316912.872836374
The United States of Leland,Don Cheadle|Ryan Gosling|Chris Klein|Kevin Spacey|Jena Malone,Matthew Ryan Hoge,no,108.0,Crime,MDP Filmproduktion,1,2003,21307490.712324023,407543.0,-20899947.712324023
Malibu's Most Wanted,Jamie Kennedy|Taye Diggs|Anthony Anderson|Regina Hall|Blair Underwood,John Whitesell,no,86.0,Comedy,Warner Bros. Pictures|Karz Entertainment|Big Ticket Productions,4,2003,21307490.712324023,63624403.5851604,42316912.872836374
Uptown Girls,Brittany Murphy|Dakota Fanning|Marley Shelton|Donald Faison|Jesse Spencer,Boaz Yakin,no,92.0,Comedy,GreeneStreet Films|Metro-Goldwyn-Mayer (MGM),8,2003,23707052.0,43971435.0,20264383.0
Party Monster,Seth Green|Macaulay Culkin|ChloÃ« Sevigny|Diana Scarwid|Marilyn Manson,Fenton Bailey|Randy Barbato,yes,98.0,Comedy,ContentFilm,9,2003,5926763.0,880596.0,-5046167.0
Beyond Borders,Angelina Jolie|Clive Owen|Teri Polo|Linus Roache|Noah Emmerich,Martin Campbell,no,127.0,Drama,Mandalay Pictures|CP Medien AG|Camelot Pictures|Networxx - Film Management|Mel's Cite du Cinema,10,2003,41487342.0,63624403.5851604,22137061.585160397
The Life of David Gale,Kevin Spacey|Kate Winslet|Laura Linney|Gabriel Mann|Rhona Mitra,Alan Parker,no,130.0,Drama,Universal Pictures|Intermedia Films|Saturn Films,2,2003,59267632.0,46176121.0,-13091511.0
Anything Else,Woody Allen|Jason Biggs|Christina Ricci|Stockard Channing|Danny DeVito,Woody Allen,no,108.0,Comedy,DreamWorks SKG|Granada Film Productions|Perdido Prod.|Canal+,8,2003,21307490.712324023,63624403.5851604,42316912.872836374
